,ID,Name,Generation,Type 1,Type 2,Attack,Defense,Stamina,Max CP,Max HP,Height (m),Weight (kg),Base Capture Rate (%),Base Flee Rate (%),Distance to Candy (km),Image URL,Summary,About,Is Legendary
609,609,chandelure,5,Ghost,Fire,271,182,155,3268,134,1.0,34.3,5.0,5.0,5,https://images.gameinfo.io/pokemon/256/609-00.png,"Chandelure is a Ghost & Fire Pokémon which evolves from Lampent. It is vulnerable to Dark, Ground, Rock, Ghost and Water moves. Chandelure's strongest moveset is Fire Spin & Shadow Ball and it has a Max CP of 3,268.",The spirits burned up in its ominous flame lose their way and wander this world forever.,False
610,610,axew,5,Dragon,,154,101,130,1368,114,0.6,18.0,40.0,9.0,5,https://images.gameinfo.io/pokemon/256/610-00.png,"Axew is a Dragon Pokémon. It is vulnerable to Fairy, Dragon and Ice moves. Axew's strongest moveset is Iron Tail & Dragon Claw and it has a Max CP of 1,368. Axew evolves into Fraxure.","They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",False
611,611,fraxure,5,Dragon,,212,123,165,2234,142,1.0,36.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/611-00.png,"Fraxure is a Dragon Pokémon which evolves from Axew. It is vulnerable to Fairy, Dragon and Ice moves. Fraxure's strongest moveset is Dragon Tail & Dragon Claw and it has a Max CP of 2,234. Fraxure evolves into Haxorus.","A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",False
612,612,haxorus,5,Dragon,,284,172,183,3593,156,1.8,105.5,5.0,5.0,5,https://images.gameinfo.io/pokemon/256/612-00.png,"Haxorus is a Dragon Pokémon which evolves from Fraxure. It is vulnerable to Fairy, Dragon and Ice moves. Haxorus's strongest moveset is Dragon Tail & Dragon Claw and it has a Max CP of 3,593.",Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,False
613,613,cubchoo,5,Ice,,128,74,146,1069,127,0.5,8.5,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/613-00.png,"Cubchoo is an Ice Pokémon. It is vulnerable to Fire, Fighting, Rock and Steel moves. Cubchoo's strongest moveset is Charm & Ice Punch and it has a Max CP of 1,069. Cubchoo evolves into Beartic.","Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",False
614,614,beartic,5,Ice,,233,152,216,3042,182,2.6,260.0,15.0,5.0,3,https://images.gameinfo.io/pokemon/256/614-00.png,"Beartic is an Ice Pokémon which evolves from Cubchoo. It is vulnerable to Fire, Fighting, Rock and Steel moves. Beartic's strongest moveset is Charm & Ice Punch and it has a Max CP of 3,042.",It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,False
615,615,cryogonal,5,Ice,,190,218,190,2798,162,1.1,148.0,20.0,7.0,5,https://images.gameinfo.io/pokemon/256/615-00.png,"Cryogonal is an Ice Pokémon. It is vulnerable to Fire, Fighting, Rock and Steel moves. Cryogonal's strongest moveset is Frost Breath & Solar Beam and it has a Max CP of 2,798.","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",False
616,616,shelmet,5,Bug,,72,140,137,834,120,0.4,7.7,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/616-00.png,"Shelmet is a Bug Pokémon. It is vulnerable to Fire, Flying and Rock moves. Shelmet's strongest moveset is Infestation & Bug Buzz and it has a Max CP of 834. Shelmet evolves into Accelgor.",It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,False
617,617,accelgor,5,Bug,,220,120,190,2441,162,0.8,25.3,15.0,5.0,3,https://images.gameinfo.io/pokemon/256/617-00.png,"Accelgor is a Bug Pokémon which evolves from Shelmet. It is vulnerable to Fire, Flying and Rock moves. Accelgor's strongest moveset is Infestation & Bug Buzz and it has a Max CP of 2,441.","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",False
618,618,stunfisk,5,Ground,Electric,144,171,240,2162,201,0.7,11.0,20.0,7.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/618.png,"Stunfisk is a Ground & Electric Pokémon. It is vulnerable to Water, Ground, Ice and Grass moves. Stunfisk's strongest moveset is Thunder Shock & Discharge and it has a Max CP of 2,162.","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",False
619,619,mienfoo,5,Fighting,,160,98,128,1389,113,0.9,20.0,30.0,10.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/619.png,"Mienfoo is a Fighting Pokémon. It is vulnerable to Fairy, Flying and Psychic moves. Mienfoo's strongest moveset is Low Kick & Focus Blast and it has a Max CP of 1,389. Mienfoo evolves into Mienshao.",They seclude themselves in the mountains and devote themselves to training. The form of their kicks and chops differs from pack to pack.,False
620,620,mienshao,5,Fighting,,258,127,163,2710,140,1.4,35.5,15.0,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/620.png,"Mienshao is a Fighting Pokémon which evolves from Mienfoo. It is vulnerable to Fairy, Flying and Psychic moves. Mienshao's strongest moveset is Low Kick & Grass Knot and it has a Max CP of 2,710.","When Mienshao lets out a bizarre wail, you're in danger. A flurry of kicks and chops too fast to see is about to be unleashed!",False
621,621,druddigon,5,Dragon,,213,170,184,2732,157,1.6,139.0,20.0,7.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/621.png,"Druddigon is a Dragon Pokémon. It is vulnerable to Fairy, Dragon and Ice moves. Druddigon's strongest moveset is Dragon Tail & Dragon Claw and it has a Max CP of 2,732.",It infiltrates tunnels that Pokémon like Diglett and Dugtrio have dug and quietly waits for prey to pass through.,False
622,622,golett,5,Ground,Ghost,127,92,153,1189,132,1.0,92.0,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/622-00.png,"Golett is a Ground & Ghost Pokémon. It is vulnerable to Water, Dark, Ice, Grass and Ghost moves. Golett's strongest moveset is Mud-Slap & Shadow Punch and it has a Max CP of 1,189. Golett evolves into Golurk.","Although ancient people apparently built it by working with clay, the source of its energy is unclear.",False
623,623,golurk,5,Ground,Ghost,222,154,205,2854,173,2.8,330.0,15.0,5.0,5,https://images.gameinfo.io/pokemon/256/623-00.png,"Golurk is a Ground & Ghost Pokémon which evolves from Golett. It is vulnerable to Water, Dark, Ice, Grass and Ghost moves. Golurk's strongest moveset is Mud-Slap & Earth Power and it has a Max CP of 2,854.","When the seal on its chest is removed, it rages indiscriminately, turning the whole town around it into a mountain of rubble.",False
624,624,pawniard,5,Dark,Steel,154,114,128,1433,113,0.5,10.2,30.0,9.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/624.png,"Pawniard is a Dark & Steel Pokémon. It is vulnerable to Fighting, Fire and Ground moves. Pawniard's strongest moveset is Fury Cutter & Iron Head and it has a Max CP of 1,433. Pawniard evolves into Bisharp.","It follows Bisharp's orders to a tee when it attacks enemies. After slashing an opponent, Pawniard clangs both of its blades together.",False
625,625,bisharp,5,Dark,Steel,232,176,163,2844,140,1.6,70.0,15.0,5.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/625.png,"Bisharp is a Dark & Steel Pokémon which evolves from Pawniard. It is vulnerable to Fighting, Fire and Ground moves. Bisharp's strongest moveset is Snarl & Iron Head and it has a Max CP of 2,844.",It leads a group of Pawniard. Bisharp doesn't even change its expression when it deals the finishing blow to an opponent.,False
626,626,bouffalant,5,Normal,,195,182,216,2797,182,1.6,94.6,20.0,7.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/626.png,"Bouffalant is a Normal Pokémon. It is vulnerable to Fighting moves. Bouffalant's strongest moveset is Zen Headbutt & Skull Bash and it has a Max CP of 2,797.","Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",False
627,627,rufflet,5,Normal,Flying,150,97,172,1491,147,0.5,10.5,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/627-00.png,"Rufflet is a Normal & Flying Pokémon. It is vulnerable to Ice, Rock and Electric moves. Rufflet's strongest moveset is Peck & Brave Bird and it has a Max CP of 1,491. Rufflet evolves into Braviary.","Known as a natural-born warrior, soon after its hatching, it will challenge its parent to a fight in order to gain their acceptance.",False
628,628,braviary,5,Normal,Flying,232,152,225,3088,189,1.5,41.0,15.0,5.0,5,https://images.gameinfo.io/pokemon/256/628-00.png,"Braviary is a Normal & Flying Pokémon which evolves from Rufflet. It is vulnerable to Ice, Rock and Electric moves. Braviary's strongest moveset is Air Slash & Brave Bird and it has a Max CP of 3,088.","Known as “the hero of the skies, this Pokémon is so proud and so brave that it will never retreat, even when it's injured.",False
629,629,vullaby,5,Dark,Flying,105,139,172,1271,147,0.5,9.0,30.0,10.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/629.png,"Vullaby is a Dark & Flying Pokémon. It is vulnerable to Fairy, Ice, Electric and Rock moves. Vullaby's strongest moveset is Feint Attack & Foul Play and it has a Max CP of 1,271. Vullaby evolves into Mandibuzz.",Its healthy appetite leads to visible growth spurts. It often has to replace the bones it wears as its size increases.,False
630,630,mandibuzz,5,Dark,Flying,129,205,242,2138,203,1.2,39.5,15.0,5.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/630.png,"Mandibuzz is a Dark & Flying Pokémon which evolves from Vullaby. It is vulnerable to Fairy, Ice, Electric and Rock moves. Mandibuzz's strongest moveset is Snarl & Foul Play and it has a Max CP of 2,138.","It's always searching for food for Vullaby. When it finds a weak Pokémon, Mandibuzz swoops it right off to its nest.",False
631,631,heatmor,5,Fire,,204,129,198,2395,168,1.4,58.0,20.0,7.0,3,https://images.gameinfo.io/pokemon/256/631-00.png,"Heatmor is a Fire Pokémon. It is vulnerable to Ground, Rock and Water moves. Heatmor's strongest moveset is Fire Spin & Flamethrower and it has a Max CP of 2,395.","It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",False
632,632,durant,5,Bug,Steel,217,188,151,2659,131,0.3,33.0,20.0,7.0,3,https://images.gameinfo.io/pokemon/256/632-00.png,"Durant is a Bug & Steel Pokémon. It is vulnerable to Fire moves. Durant's strongest moveset is Metal Claw & Iron Head and it has a Max CP of 2,659.","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",False
633,633,deino,5,Dark,Dragon,116,93,141,1062,123,0.8,17.3,40.0,9.0,5,https://images.gameinfo.io/pokemon/256/633-00.png,"Deino is a Dark & Dragon Pokémon. It is vulnerable to Fairy, Bug, Dragon, Ice and Fighting moves. Deino's strongest moveset is Dragon Breath & Dragon Pulse and it has a Max CP of 1,062. Deino evolves into Zweilous.","Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves.",False
634,634,zweilous,5,Dark,Dragon,159,135,176,1839,150,1.4,50.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/634-00.png,"Zweilous is a Dark & Dragon Pokémon which evolves from Deino. It is vulnerable to Fairy, Bug, Dragon, Ice and Fighting moves. Zweilous's strongest moveset is Bite & Dragon Pulse and it has a Max CP of 1,839. Zweilous evolves into Hydreigon.","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",False
635,635,hydreigon,5,Dark,Dragon,256,188,211,3625,178,1.8,160.0,5.0,5.0,5,https://images.gameinfo.io/pokemon/256/635-00.png,"Hydreigon is a Dark & Dragon Pokémon which evolves from Zweilous. It is vulnerable to Fairy, Bug, Dragon, Ice and Fighting moves. Hydreigon's strongest moveset is Dragon Breath & Dragon Pulse and it has a Max CP of 3,625.","It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",False
636,636,larvesta,5,Bug,Fire,156,107,146,1496,127,1.1,28.8,70.0,15.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/636.png,"Larvesta is a Bug & Fire Pokémon. It is vulnerable to Rock, Water and Flying moves. Larvesta's strongest moveset is Bug Bite & Bug Buzz and it has a Max CP of 1,496. Larvesta evolves into Volcarona.","It protects itself with flame. Long years ago, people believed Larvesta had a nest on the sun.",False
637,637,volcarona,5,Bug,Fire,264,189,198,3632,168,1.6,46.0,10.0,7.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/637.png,"Volcarona is a Bug & Fire Pokémon which evolves from Larvesta. It is vulnerable to Rock, Water and Flying moves. Volcarona's strongest moveset is Bug Bite & Overheat and it has a Max CP of 3,632.","According to legends, it was hatched from a flaming cocoon to save people and Pokémon that were suffering from the cold.",False
638,638,cobalion,5,Steel,Fighting,192,229,209,3022,177,2.1,250.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/638-00.png,"Cobalion is a legendary Steel & Fighting Pokémon. It is vulnerable to Fire, Fighting and Ground moves. Cobalion's strongest moveset is Metal Claw & Sacred Sword and it has a Max CP of 3,022.",It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,True
639,639,terrakion,5,Rock,Fighting,260,192,209,3698,177,1.9,260.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/639-00.png,"Terrakion is a legendary Rock & Fighting Pokémon. It is vulnerable to Fairy, Psychic, Ground, Steel, Fighting, Water and Grass moves. Terrakion's strongest moveset is Smack Down & Rock Slide and it has a Max CP of 3,698.","Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",True
640,640,virizion,5,Grass,Fighting,192,229,209,3022,177,2.0,200.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/640-00.png,"Virizion is a legendary Grass & Fighting Pokémon. It is vulnerable to Flying, Fairy, Psychic, Ice, Fire and Poison moves. Virizion's strongest moveset is Quick Attack & Leaf Blade and it has a Max CP of 3,022.",Legends say this Pokémon confounded opponents with its swift movements.,True
641,641,tornadus,5,Flying,,266,164,188,3345,160,1.5,63.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/641-11.png,"Tornadus (Incarnate) is a legendary Flying Pokémon. It is vulnerable to Ice, Rock and Electric moves. Tornadus's strongest moveset is Air Slash & Grass Knot and it has a Max CP of 3,345.","Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away.",True
642,642,thundurus,5,Electric,Flying,266,164,188,3345,160,1.5,61.0,2.0,1.0,20,https://images.gameinfo.io/pokemon/256/642-11.png,"Thundurus (Incarnate) is a legendary Electric & Flying Pokémon. It is vulnerable to Ice and Rock moves. Thundurus's strongest moveset is Thunder Shock & Thunder and it has a Max CP of 3,345.","As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked.",True
643,643,reshiram,5,Dragon,Fire,275,211,205,4038,173,3.2,330.0,2.0,1.0,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/643.png,"Reshiram is a legendary Dragon & Fire Pokémon. It is vulnerable to Dragon, Ground and Rock moves. Reshiram's strongest moveset is Fire Fang & Overheat and it has a Max CP of 4,038.","When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather.",True
